Article Text,Category
"Ռուբլին գնվում է 3.95-4.00 դրամով, վաճառվում է 4.12-4.15 դրամով:",Տնտեսություն
Կենտրոնական բանկն այս տարվա համար բարձրացրել է տնտեսական աճի իր կանխատեսումը՝ հասցնելով 7.2 տոկոսի:,Տնտեսություն
«Արմենպրես»-ի փոխանցմամբ՝ այս մասին հայտնեց Կենտրոնական բանկի նախագահ Մարտին Գալստյանն ասուլիսում:,Տնտեսություն
"«Մենք շատ փոքր չափով վերանայել ենք տնտեսական աճի ցուցանիշը, նախկինում կանխատեսվող 6.9-ի փոխարեն այժմ կանխատեսում ենք 7.2 տոկոս՝ հիմնականում պայմանավորված ծառայություների և շինարարության ոլորտների բարձր աճով»,-ասաց Գալստյանը:",Տնտեսություն
"Սեպտեմբերի 12-ին տեղի է ունեցել ՀՀ կենտրոնական բանկի խորհրդի նիստ, որի ժամանակ որոշվել է իջեցնել վերաֆինանսավորման տոկոսադրույքը 0.5 տոկոսային կետով՝ սահմանելով 9.75 %:",Տնտեսություն
"ԿԲ-ից հայտնում են, որ որոշվել է Հայաստանի Հանրապետության կենտրոնական բանկի կողմից տրամադրվող լոմբարդային ռեպոյի տոկոսադրույքը սահմանել 11.25 %, իսկ Հայաստանի Հանրապետության կենտրոնական բանկի կողմից բանկերից ներգրավվող միջոցների տոկոսադրույքը` 8.25 %:",Տնտեսություն
" NYMEX բորսայի սեպտեմբերի 11-ի առևտրային նստաշրջանի արդյունքում սահմանվել են ոսկու, արծաթի և պլատինի հետևյալ գները.",Տնտեսություն
"Ոսկու գինը նվազել է 0.24%-ով և կազմել 1946.80 դոլար, արծաթի գինն աճել է 0.34%-ով և կազմել 23.47 դոլար, իսկ պլատինի գինն աճել է 0.41%-ով և կազմել 906.30 դոլար:",Տնտեսություն
Չափման միավորը 1 տրոյական ունցիան է (31.1 գրամ):,Տնտեսություն
"Նյու Յորքի NYMEХ-ն (New York Merchantile Exchange) ամերիկայն ֆյուչերսային բորսա է, որն առեւտուրը շարունակվում է երկու բորսայական միավորներով` NYMEX-ի` նավթի, գազի, պլատինի, պալադիումի, էթանոլի, ածխի, էլեկտրաէներգիայի եւ ածխածնի երկօքսիդի արտանետումների և COMEX-ի ոսկու, արծաթի, պղինձի, ալյումինի ուղություններով:",Տնտեսություն
"Նավթի համաշխարհային գինը երեքշաբթի առավոտյան բարձրանում է, մինչդեռ շուկաներն սպասում են ՕՊԵԿ ամենամսյա հաշվետվության հրապարակմանը նավթի շուկայի մասին, վկայում են աճուրդների տվյալները։",Տնտեսություն
"Brent մակնիշի նավթի նոյեմբերյան ֆյուչերսների գինը բարձրացել է 0,36 տոկոսով՝ մեկ բարելը 90,97 դոլար, WTI-ի հոկտեմբերյան ֆյուչերսներինը՝ 0,44 տոկոսով՝ 87,67 դոլար։",Տնտեսություն
"Նավթի համաշխարհային գինը երկուշաբթի առավոտյան իջնում է նախորդ երկու շաբաթների մոտ 10 տոկոսանոց աճից հետո, վկայում են աճուրդների տվյալները։",Տնտեսություն
"Brent մակնիշի  նավթի նոյեմբերյան ֆյուչերսների գինն իջել է 0,19 տոկոսով՝ մեկ բարելը 90,48 դոլար, WTI-ի հոկտեմբերյան ֆյուչերսներինը՝ 0,53 տոկոսով՝ 87,05 դոլար։",Տնտեսություն
"ԱՄՆ դոլարի փոխարժեքն այսօր՝ սեպտեմբերի 8-ին, կազմել է 385.66 դրամ՝ նախորդ օրվա համեմատ նվազել է 0.02 դրամով: Այդ մասին տեղեկանում ենք Կենտրոնական բանկի պաշտոնական կայքից։",Տնտեսություն
"Եվրոյի փոխարժեքը կազմել է 412.69 դրամ (նվազել է 0.26 դրամով), բրիտանական ֆունտի փոխարժեքը կազմել է 481.38 դրամ (աճել է 0.94 դրամով), իսկ ռուսական ռուբլու փոխարժեքը կազմել է 3.94 դրամ (աճել է 0.02 դրամով):",Տնտեսություն
"Հայաստանյան բանկերում դոլարը գնվում է 381-383.50 դրամով, վաճառվում է 387.50-389 դրամով:",Տնտեսություն
"Եվրոն բանկերում գնվում է 404-409 դրամով, վաճառվում է 416-423 դրամով:",Տնտեսություն
"Ռուբլին բանկերում գնվում է 3.61-3.91 դրամով, վաճառվում է 4.01-4.14 դրամով:",Տնտեսություն
Փոխանակման կետերում իրավիճակը հետևյալն է.,Տնտեսություն
"դոլարը գնվում է 384 դրամով, վաճառվում՝ 387.50-388 դրամով:",Տնտեսություն
"Եվրոն գնվում է 410-414 դրամով, վաճառվում է 418-420 դրամով:",Տնտեսություն
"Ռուբլին գնվում է 3.80-3.85 դրամով, վաճառվում է 4.00 դրամով:",Տնտեսություն
"ՀՀ պետական եկամուտների կոմիտեն ներկայացնում է օգոստոսի 1-ից 31-ն ընկած ժամանակահատվածում ՊԵԿ հետաքննության և օպերատիվ հետախուզության վարչության իրականացրած հարկային իրավախախտումների կանխման, խափանման և բացահայտման ուղղությամբ համալիր օպերատիվ-հետախուզական միջոցառումների արդյունքները։",Տնտեսություն
36 դեպքով արձանագրվել են առանց համապատասխան հաշվարկային փաստաթղթեր դուրս գրելու` ընդհանուր 8․811․405 ՀՀ դրամի ՀՀ հարկային օրենսգրքի պահանջների խախտումով ապրանքների տեղափոխման կամ մատակարարման դեպքեր: Հնարավոր տուգանքի գումարը կազմում է 22․629․848 ՀՀ դրամ։,Տնտեսություն
